Fasta headers	Protein IDs	Majority protein IDs	Norm_abundance_PAD4_rep1	Norm_abundance_PAD4_rep2	Norm_abundance_PAD4_rep3	Norm_abundance_PAD4_rep4	Norm_abundance_YFP_rep1	Norm_abundance_YFP_rep2	Norm_abundance_YFP_rep3	Norm_abundance_YFP_rep4	log2_PAD4_vs_YFP	pval_PAD4_vs_YFP
"AT1G44446.3 | Symbols: CH1, ATCAO, CAO | Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain | chr1:16849132-16851152 REVERSE LENGTH=433;AT1G44446.2 | Symbols: CH1, ATCAO, CAO | Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] d"	AT1G44446.3;AT1G44446.2;AT1G44446.1	AT1G44446.3;AT1G44446.2;AT1G44446.1	22.05474	21.88043	20.43096	22.23181	20.6656	19.8211	19.3409	20.71011	1.515057564	0.029048613
"AT1G44575.1 | Symbols: NPQ4, PSBS | Chlorophyll A-B binding family protein | chr1:16871768-16873194 FORWARD LENGTH=265;AT1G44575.2 | Symbols: NPQ4, PSBS | Chlorophyll A-B binding family protein | chr1:16871768-16872548 FORWARD LENGTH=205"	AT1G44575.1;AT1G44575.2	AT1G44575.1;AT1G44575.2	22.69838	22.64985	22.52001	22.60838	23.0478	21.40474	20.10121	22.75241	0.79261446	0.286894653
AT1G45000.1 | Symbols:  | AAA-type ATPase family protein | chr1:17009220-17011607 FORWARD LENGTH=399;AT1G45000.2 | Symbols:  | AAA-type ATPase family protein | chr1:17009220-17011607 FORWARD LENGTH=335	AT1G45000.1;AT1G45000.2	AT1G45000.1;AT1G45000.2	27.38706	27.11674	27.09416	26.99281	26.06367	26.42862	25.94022	26.37824	0.94500351	0.000641555
"AT1G45145.1 | Symbols: ATTRX5, ATH5, LIV1, TRX5 | thioredoxin H-type 5 | chr1:17075264-17076256 REVERSE LENGTH=118"	AT1G45145.1	AT1G45145.1	18.69764	19.49352	19.44059	19.16343	22.0139	22.34606	23.68945	20.62111	-2.968833447	0.003987611
AT1G45150.1 | Symbols:  | unknown protein;Has 219 Blast hits to 202 proteins in 78 species: Archae - 0;Bacteria - 166;Metazoa - 0;Fungi - 0;Plants - 36;Viruses - 0;Other Eukaryotes - 17 (source: NCBI BLink). | chr1:17077615-17082330 REVERSE LENGTH=6	AT1G45150.1	AT1G45150.1	23.75267	19.27544	20.38137	19.49491	25.10346	25.39699	26.21111	26.74227	-5.137361526	0.003469161
"AT1G45201.2 | Symbols: ATTLL1, TLL1 | triacylglycerol lipase-like 1 | chr1:17123889-17127497 FORWARD LENGTH=387;AT1G45201.1 | Symbols: ATTLL1, TLL1 | triacylglycerol lipase-like 1 | chr1:17123889-17128462 FORWARD LENGTH=479"	AT1G45201.2;AT1G45201.1	AT1G45201.2;AT1G45201.1	22.59655	23.08049	22.72555	22.80191	19.36098	20.35764	20.17197	21.52674	2.446793556	0.001762666
AT1G45474.2 | Symbols: LHCA5 | photosystem I light harvesting complex gene 5 | chr1:17179353-17180439 FORWARD LENGTH=256;AT1G45474.1 | Symbols: LHCA5 | photosystem I light harvesting complex gene 5 | chr1:17179353-17180439 FORWARD LENGTH=256	AT1G45474.2;AT1G45474.1	AT1G45474.2;AT1G45474.1	24.37888	24.45098	24.63234	24.1991	20.6212	24.55999	19.13397	18.57953	3.691655636	0.034202043
"AT1G47128.1 | Symbols: RD21, RD21A | Granulin repeat cysteine protease family protein | chr1:17283139-17285609 REVERSE LENGTH=462"	AT1G47128.1	AT1G47128.1	27.66533	27.25016	27.27231	27.61203	26.35079	26.16643	26.20284	26.12629	1.238368988	4.85E-05
"AT1G47260.1 | Symbols: APFI, GAMMA CA2 | gamma carbonic anhydrase 2 | chr1:17321384-17323347 REVERSE LENGTH=278"	AT1G47260.1	AT1G47260.1	25.3686	25.51304	24.04435	24.79867	22.39736	22.07189	20.55762	20.44917	3.56215477	0.001063149
AT1G47550.1 | Symbols: SEC3A | exocyst complex component sec3A | chr1:17457171-17463896 FORWARD LENGTH=887;AT1G47550.2 | Symbols: SEC3A | exocyst complex component sec3A | chr1:17457171-17463896 FORWARD LENGTH=888	AT1G47550.1;AT1G47550.2;AT1G47560.1	AT1G47550.1;AT1G47550.2	21.87759	21.51744	21.50553	22.24182	19.60818	20.36747	22.08288	23.10056	0.495823383	0.564832177
AT1G48030.2 | Symbols: mtLPD1 | mitochondrial lipoamide dehydrogenase 1 | chr1:17717432-17719141 REVERSE LENGTH=507;AT1G48030.1 | Symbols: mtLPD1 | mitochondrial lipoamide dehydrogenase 1 | chr1:17717432-17719141 REVERSE LENGTH=507	AT1G48030.2;AT1G48030.1;AT3G17240.2	AT1G48030.2;AT1G48030.1	23.47135	23.60851	23.79323	23.30647	24.35178	20.72756	22.65718	23.21814	0.806223869	0.332148022
AT1G48230.1 | Symbols:  | nodulin MtN21 /EamA-like transporter family protein | chr1:17806264-17808604 FORWARD LENGTH=367	AT1G48230.1	AT1G48230.1	21.62199	21.35536	21.28127	21.33849	19.50772	20.85931	19.98417	20.31186	1.233512878	0.005717023
AT1G48410.1 | Symbols: AGO1 | Stabilizer of iron transporter SufD / Polynucleotidyl transferase | chr1:17886285-17891892 REVERSE LENGTH=1048;AT1G48410.3 | Symbols: AGO1 | Stabilizer of iron transporter SufD / Polynucleotidyl transferase | chr1:17886285-178	AT1G48410.1;AT1G48410.3;AT1G48410.2	AT1G48410.1;AT1G48410.3;AT1G48410.2	19.28502	19.43013	21.2972	21.15849	22.56507	25.36496	24.74134	24.42419	-3.98117733	0.002667154
AT1G48520.1 | Symbols: GATB | GLU-ADT subunit B | chr1:17940185-17942540 FORWARD LENGTH=550;AT1G48520.3 | Symbols: GATB | GLU-ADT subunit B | chr1:17940185-17942272 FORWARD LENGTH=488;AT1G48520.2 | Symbols: GATB | GLU-ADT subunit B | chr1:17940185-17942075	AT1G48520.1;AT1G48520.3;AT1G48520.2	AT1G48520.1;AT1G48520.3;AT1G48520.2	25.34086	25.11008	25.70232	25.5641	20.8158	20.12358	20.80268	21.1099	4.716349125	1.30E-06
"AT1G48600.1 | Symbols: PMEAMT, AtPMEAMT | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr1:17966448-17969077 FORWARD LENGTH=475;AT1G48600.2 | Symbols: PMEAMT, AtPMEAMT | S-adenosyl-L-methionine-dependent methyltransferases su"	AT1G48600.1;AT1G48600.2;AT1G73600.1;AT3G18000.1;AT1G73600.2	AT1G48600.1;AT1G48600.2;AT1G73600.1;AT3G18000.1;AT1G73600.2	21.65329	21.8238	21.75581	21.76373	20.1293	20.45309	20.53217	21.87572	1.001588821	0.041552948
AT1G48630.1 | Symbols: RACK1B_AT | receptor for activated C kinase 1B | chr1:17981977-17983268 REVERSE LENGTH=326	AT1G48630.1	AT1G48630.1	24.80912	25.30769	24.90949	24.68287	22.99324	23.55766	20.40942	23.59423	2.288653851	0.02459417
AT1G48830.2 | Symbols:  | Ribosomal protein S7e family protein | chr1:18059854-18060935 REVERSE LENGTH=191;AT1G48830.1 | Symbols:  | Ribosomal protein S7e family protein | chr1:18059854-18060935 REVERSE LENGTH=191	AT1G48830.2;AT1G48830.1	AT1G48830.2;AT1G48830.1	23.20126	23.67917	23.19429	22.86488	24.0456	24.13281	23.58061	24.12928	-0.737175465	0.013548807
"AT1G48850.3 | Symbols: EMB1144 | chorismate synthase, putative / 5-enolpyruvylshikimate-3-phosphate phospholyase, putative | chr1:18065399-18067956 REVERSE LENGTH=380;AT1G48850.2 | Symbols: EMB1144 | chorismate synthase, putative / 5-enolpyruvylshikimate-3"	AT1G48850.3;AT1G48850.2;AT1G48850.1	AT1G48850.3;AT1G48850.2;AT1G48850.1	18.67084	23.56871	23.70293	20.10477	24.12471	19.76356	20.22744	19.53831	0.598308086	0.73092167
"AT1G48860.2 | Symbols:  | RNA 3-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta | chr1:18068892-18071074 REVERSE LENGTH=489;AT1G48860.1 | Symbols:  | RNA 3-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta | chr1:18068892-18"	AT1G48860.2;AT1G48860.1;AT2G45300.1	AT1G48860.2;AT1G48860.1;AT2G45300.1	20.07858	20.26602	19.91026	20.08174	18.53943	20.50515	18.30326	19.1392	0.962390423	0.101967061
"AT1G48900.2 | Symbols:  | Signal recognition particle, SRP54 subunit protein | chr1:18085031-18087743 REVERSE LENGTH=431;AT1G48900.1 | Symbols:  | Signal recognition particle, SRP54 subunit protein | chr1:18084972-18087743 REVERSE LENGTH=495;AT5G49500.1 |"	AT1G48900.2;AT1G48900.1;AT5G49500.1	AT1G48900.2;AT1G48900.1;AT5G49500.1	21.8441	21.9805	22.00017	21.67702	21.35488	20.17229	20.75342	21.80577	0.853861332	0.057171938
AT1G49040.2 | Symbols: SCD1 | stomatal cytokinesis defective / SCD1 protein (SCD1) | chr1:18142007-18148826 REVERSE LENGTH=909;AT1G49040.3 | Symbols: SCD1 | stomatal cytokinesis defective / SCD1 protein (SCD1) | chr1:18140457-18148826 REVERSE LENGTH=1040;A	AT1G49040.2;AT1G49040.3;AT1G49040.1	AT1G49040.2;AT1G49040.3;AT1G49040.1	21.13138	21.41736	21.14625	20.03972	21.9835	21.15043	20.22339	19.45309	0.231076717	0.726002162
AT1G49240.1 | Symbols: ACT8 | actin 8 | chr1:18216539-18217947 FORWARD LENGTH=377	AT1G49240.1	AT1G49240.1	24.03716	22.83486	19.1637	24.15923	18.35047	19.95714	19.01825	19.73043	3.284665585	0.036234659
AT1G49340.2 | Symbols: ATPI4K ALPHA | Phosphatidylinositol 3- and 4-kinase family protein | chr1:18252355-18263967 FORWARD LENGTH=2028;AT1G49340.1 | Symbols: ATPI4K ALPHA | Phosphatidylinositol 3- and 4-kinase family protein | chr1:18252355-18263967 FORWAR	AT1G49340.2;AT1G49340.1	AT1G49340.2;AT1G49340.1	24.12943	23.61234	23.25465	22.38756	25.38096	23.27199	23.65971	20.85697	0.053589821	0.959070514
"AT1G49600.1 | Symbols: ATRBP47A, RBP47A | RNA-binding protein 47A | chr1:18357236-18360150 REVERSE LENGTH=445"	AT1G49600.1	AT1G49600.1	20.92984	21.35181	19.58566	21.03503	20.63821	20.31471	19.99673	20.49889	0.363451481	0.414085378
AT1G49670.1 | Symbols: NQR | ARP protein (REF) | chr1:18381591-18386021 REVERSE LENGTH=629;AT1G49670.2 | Symbols: NQR | ARP protein (REF) | chr1:18381591-18386021 REVERSE LENGTH=652	AT1G49670.1;AT1G49670.2	AT1G49670.1;AT1G49670.2	18.55949	18.84241	19.23418	19.77075	23.21903	24.07415	23.55286	24.1519	-4.647773743	1.01E-05
AT1G49750.1 | Symbols:  | Leucine-rich repeat (LRR) family protein | chr1:18411177-18412779 REVERSE LENGTH=494	AT1G49750.1	AT1G49750.1	23.06783	21.37406	23.28447	22.77014	22.05345	21.05537	20.53592	21.56048	1.32281971	0.049739714
"AT1G49760.2 | Symbols: PAB8 | poly(A) binding protein 8 | chr1:18416740-18419753 FORWARD LENGTH=671;AT1G49760.1 | Symbols: PAB8, PABP8 | poly(A) binding protein 8 | chr1:18416740-18419753 FORWARD LENGTH=671"	AT1G49760.2;AT1G49760.1	AT1G49760.2;AT1G49760.1	20.15875	21.10923	19.94537	22.11744	23.90784	23.40145	23.71963	23.50519	-2.800830364	0.001526923
"AT1G49820.1 | Symbols: ATMTK, MTK | S-methyl-5-thioribose kinase | chr1:18443005-18444907 FORWARD LENGTH=420"	AT1G49820.1	AT1G49820.1	20.4001	20.15351	20.53269	19.9869	20.27156	19.35391	20.84746	19.82887	0.192851067	0.59222528
"AT1G49970.1 | Symbols: CLPR1, NCLPP5, SVR2 | CLP protease proteolytic subunit 1 | chr1:18501936-18504462 REVERSE LENGTH=387"	AT1G49970.1	AT1G49970.1	24.24525	24.37829	24.13555	23.26327	22.95794	23.10122	20.05472	22.68487	1.805901527	0.055789316
"AT1G50010.1 | Symbols: TUA2 | tubulin alpha-2 chain | chr1:18517737-18519729 FORWARD LENGTH=450;AT1G04820.1 | Symbols: TUA4, TOR2 | tubulin alpha-4 chain | chr1:1356421-1358266 REVERSE LENGTH=450"	AT1G50010.1;AT1G04820.1	AT1G50010.1;AT1G04820.1	30.50692	30.38474	30.31192	30.3256	29.53036	29.23836	29.17822	29.50862	1.018404961	5.55E-05
"AT1G50200.2 | Symbols: ALATS | Alanyl-tRNA synthetase | chr1:18591429-18598167 REVERSE LENGTH=963;AT1G50200.1 | Symbols: ALATS, ACD | Alanyl-tRNA synthetase | chr1:18591429-18598311 REVERSE LENGTH=1003"	AT1G50200.2;AT1G50200.1	AT1G50200.2;AT1G50200.1	23.73086	23.27469	23.70736	23.20124	19.25115	21.41251	23.26771	20.24096	2.435459137	0.031770701
AT1G50250.1 | Symbols: FTSH1 | FTSH protease 1 | chr1:18614398-18616930 REVERSE LENGTH=716	AT1G50250.1	AT1G50250.1	25.31081	25.81201	25.42544	25.59932	21.36624	22.82314	20.48436	21.35202	4.030452251	0.000188811
AT1G50480.1 | Symbols: THFS | 10-formyltetrahydrofolate synthetase | chr1:18702064-18704687 FORWARD LENGTH=634	AT1G50480.1;AT2G12280.1	AT1G50480.1	27.73409	27.27835	27.42045	26.81029	26.87736	26.48953	25.98923	26.05151	0.958886623	0.014658737
"AT1G50500.1 | Symbols: HIT1, ATVPS53, VPS53 | Membrane trafficking VPS53 family protein | chr1:18708217-18715597 REVERSE LENGTH=828;AT1G50500.2 | Symbols: HIT1 | Membrane trafficking VPS53 family protein | chr1:18708217-18715597 REVERSE LENGTH=847"	AT1G50500.1;AT1G50500.2	AT1G50500.1;AT1G50500.2	18.33368	20.80911	19.62436	19.30575	20.85571	20.51637	20.1681	19.47042	-0.734425545	0.259674741
AT1G50600.1 | Symbols: SCL5 | scarecrow-like 5 | chr1:18737398-18739547 REVERSE LENGTH=597	AT1G50600.1	AT1G50600.1	21.32515	21.2554	21.89811	21.95869	20.15968	21.15338	19.94588	20.34823	1.207543373	0.009533306
AT1G50670.1 | Symbols:  | OTU-like cysteine protease family protein | chr1:18775086-18776552 REVERSE LENGTH=208	AT1G50670.1	AT1G50670.1	20.73587	21.84357	20.97561	21.59723	20.31082	19.54888	20.9255	20.56996	0.949281693	0.051062091
"AT1G51100.1 | Symbols:  | unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast, chloroplast stroma;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;Has 26 Blast h"	AT1G51100.1	AT1G51100.1	25.52782	25.36706	25.65267	25.40448	23.69774	23.79759	24.2074	24.07863	1.542668819	2.74E-05
"AT1G51500.1 | Symbols: CER5, D3, ABCG12, WBC12, ATWBC12 | ABC-2 type transporter family protein | chr1:19097967-19100972 REVERSE LENGTH=687"	AT1G51500.1;AT3G21090.1	AT1G51500.1	22.44088	19.71342	22.4785	22.9441	20.97415	19.83723	20.15206	21.87595	1.184375286	0.22046294
AT1G51570.1 | Symbols:  | Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein | chr1:19122358-19124688 REVERSE LENGTH=776;AT3G57880.1 | Symbols:  | Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosylt	AT1G51570.1;AT3G57880.1	AT1G51570.1;AT3G57880.1	20.39595	19.58298	18.35563	19.51854	24.28093	24.46145	24.45325	25.21922	-5.140441418	3.43E-05
"AT1G51660.1 | Symbols: ATMKK4, MKK4, ATMEK4 | mitogen-activated protein kinase kinase 4 | chr1:19154575-19155675 FORWARD LENGTH=366"	AT1G51660.1	AT1G51660.1	23.12515	23.79283	23.45914	23.47618	20.45098	20.13204	21.9577	20.24008	2.76812458	0.000819522
"AT1G51690.1 | Symbols: ATB ALPHA, B ALPHA | protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform | chr1:19166218-19169974 FORWARD LENGTH=513;AT1G51690.2 | Symbols: ATB ALPHA, B ALPHA | protein phosphatase 2A 55 kDa regulatory subunit B alpha is"	AT1G51690.1;AT1G51690.2;AT1G51690.3	AT1G51690.1;AT1G51690.2;AT1G51690.3	21.40878	22.34576	22.12698	22.45475	24.74955	25.02775	25.81817	25.38798	-3.161793232	7.37E-05
AT1G51800.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr1:19214203-19217833 FORWARD LENGTH=894	AT1G51800.1;AT1G51810.1;AT1G51870.1;AT2G04300.1;AT5G16900.1;AT2G29000.1;AT1G51910.1;AT2G28960.1;AT1G51880.1;AT1G49100.1;AT1G51860.1;AT1G51620.1;AT1G51620.2;AT2G28970.1;AT3G46370.1;AT5G59660.1;AT1G05700.1;AT5G59670.1;AT1G07560.1;AT2G19210.1;AT3G46400.1;AT2G28990.1;AT2G14440.1;AT5G59680.1;AT5G59650.1	AT1G51800.1	25.78119	26.09949	25.93225	26.68552	25.13277	25.97943	22.95075	23.32086	1.77865696	0.055469424
AT1G51805.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr1:19221187-19225590 REVERSE LENGTH=884;AT1G51805.2 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr1:19221187-19225590 REVERSE LENGTH=860	AT1G51805.1;AT1G51805.2	AT1G51805.1;AT1G51805.2	22.22964	21.98697	24.10101	24.24503	21.21736	19.99277	21.30307	23.56197	1.621871948	0.140359203
AT1G51820.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr1:19237407-19241883 REVERSE LENGTH=885	AT1G51820.1;AT1G51830.1;AT3G21340.1;AT2G14510.1;AT3G46330.1;AT1G07550.1	AT1G51820.1	22.94147	23.39218	23.31576	24.28905	18.60619	19.95136	19.63962	19.71998	4.005327225	6.91E-05
AT1G51850.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr1:19252964-19256783 REVERSE LENGTH=865	AT1G51850.1	AT1G51850.1	21.84088	21.85992	21.86952	22.65868	20.21084	19.63412	19.13279	20.09958	2.287914753	0.000362071
AT1G51890.2 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr1:19274802-19278528 REVERSE LENGTH=828;AT1G51890.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr1:19274802-19278528 REVERSE LENGTH=876	AT1G51890.2;AT1G51890.1	AT1G51890.2;AT1G51890.1	23.0637	23.31645	22.9902	23.34164	20.26553	22.09531	20.56819	18.306	2.869241714	0.010552623
AT1G51980.1 | Symbols:  | Insulinase (Peptidase family M16) protein | chr1:19323692-19326771 REVERSE LENGTH=503;AT1G51980.2 | Symbols:  | Insulinase (Peptidase family M16) protein | chr1:19323929-19326771 REVERSE LENGTH=451	AT1G51980.1;AT1G51980.2;AT3G16480.1	AT1G51980.1;AT1G51980.2	26.82432	26.44971	26.04068	26.1041	22.2478	21.32196	20.49631	22.03601	4.829183102	3.20E-05
AT1G52000.1 | Symbols:  | Mannose-binding lectin superfamily protein | chr1:19333352-19335700 REVERSE LENGTH=730	AT1G52000.1	AT1G52000.1	21.4371	22.46304	22.57515	22.20988	19.66622	20.73319	20.87942	20.73904	1.666825771	0.004677549
"AT1G52040.1 | Symbols: MBP1, ATMBP | myrosinase-binding protein 1 | chr1:19350595-19352578 REVERSE LENGTH=462;AT1G52030.2 | Symbols: MBP2, MBP1.2, F-ATMBP | myrosinase-binding protein 2 | chr1:19346090-19348282 REVERSE LENGTH=642;AT1G52030.1 | Symbols: MBP"	AT1G52040.1;AT1G52030.2;AT1G52030.1	AT1G52040.1;AT1G52030.2;AT1G52030.1	18.78695	18.01453	19.44135	18.66125	22.4496	19.60874	20.69455	20.95977	-2.2021451	0.015121957
AT1G52290.1 | Symbols:  | Protein kinase superfamily protein | chr1:19470251-19472362 REVERSE LENGTH=509	AT1G52290.1	AT1G52290.1	22.22064	22.3202	22.46076	18.9155	20.85759	20.47549	21.91154	19.82196	0.712629318	0.486493351
"AT1G52360.1 | Symbols:  | Coatomer, beta subunit | chr1:19499282-19505397 FORWARD LENGTH=926;AT1G52360.2 | Symbols:  | Coatomer, beta subunit | chr1:19499420-19505397 FORWARD LENGTH=970"	AT1G52360.1;AT1G52360.2	AT1G52360.1;AT1G52360.2	24.64207	24.74253	24.56802	24.23389	23.53647	23.59833	23.80715	23.41326	0.957825184	0.00043584
"AT1G52400.3 | Symbols: BGLU18 | beta glucosidase 18 | chr1:19515250-19517930 FORWARD LENGTH=528;AT1G52400.1 | Symbols: BGL1, BGLU18, ATBG1 | beta glucosidase 18 | chr1:19515250-19517930 FORWARD LENGTH=528;AT1G52400.2 | Symbols: BGL1, BGLU18, ATBG1 | beta g"	AT1G52400.3;AT1G52400.1;AT1G52400.2;AT1G66270.2;AT1G66280.1;AT1G66270.1;AT3G21370.1;AT5G28510.1	AT1G52400.3;AT1G52400.1;AT1G52400.2	26.38322	26.31764	25.89952	25.58296	26.31164	25.47321	26.48147	26.43379	-0.129189014	0.683874598
AT1G52510.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr1:19563039-19565260 REVERSE LENGTH=380;AT1G52510.2 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr1:19563039-19564922 REVERSE LENGTH=288	AT1G52510.1;AT1G52510.2	AT1G52510.1;AT1G52510.2	26.03406	26.24818	25.57906	25.35414	23.61156	24.10278	22.92794	24.02952	2.135912895	0.000737661
AT1G52570.1 | Symbols: PLDALPHA2 | phospholipase D alpha 2 | chr1:19583940-19586551 REVERSE LENGTH=810	AT1G52570.1	AT1G52570.1	21.61252	19.00915	21.25534	21.66492	23.576	20.98171	20.36583	20.99078	-0.593098164	0.556911041
AT1G52730.2 | Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr1:19642866-19644978 FORWARD LENGTH=343;AT1G52730.1 | Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr1:19642866-19644978 FORWARD LENGTH=343	AT1G52730.2;AT1G52730.1;AT1G15470.1	AT1G52730.2;AT1G52730.1	23.05572	23.60829	23.60037	23.73748	22.74972	23.36145	23.26456	22.57459	0.512880325	0.081040262
AT1G52740.1 | Symbols: HTA9 | histone H2A protein 9 | chr1:19645409-19646221 FORWARD LENGTH=134	AT1G52740.1;AT4G13570.1;AT4G13570.2;AT5G54640.1;AT4G27230.2;AT4G27230.1;AT3G20670.1;AT1G51060.1;AT1G54690.1;AT1G08880.1;AT5G59870.1;AT5G27670.1	AT1G52740.1	22.8365	23.06049	22.61928	22.15462	22.98069	23.11331	23.34218	20.25089	0.24595356	0.754949372
AT1G53000.1 | Symbols: KDSB | Nucleotide-diphospho-sugar transferases superfamily protein | chr1:19745330-19747133 REVERSE LENGTH=290	AT1G53000.1	AT1G53000.1	21.83051	21.3108	21.31612	21.29384	19.76857	18.37527	20.54024	17.55104	2.37903738	0.013325078
AT1G53210.1 | Symbols:  | sodium/calcium exchanger family protein / calcium-binding EF hand family protein | chr1:19844790-19847533 FORWARD LENGTH=585	AT1G53210.1	AT1G53210.1	24.43987	23.9049	24.15074	23.70746	19.63799	19.91181	23.00881	19.96876	3.418899059	0.005594182
AT1G53240.1 | Symbols: mMDH1 | Lactate/malate dehydrogenase family protein | chr1:19854966-19856802 REVERSE LENGTH=341;AT3G15020.2 | Symbols: mMDH2 | Lactate/malate dehydrogenase family protein | chr3:5056139-5057865 FORWARD LENGTH=316;AT3G15020.1 | Symbol	AT1G53240.1;AT3G15020.2;AT3G15020.1	AT1G53240.1;AT3G15020.2;AT3G15020.1	26.02669	26.8616	24.85353	25.20415	22.8966	21.45543	20.25335	20.53369	4.451726437	0.000988526
AT1G53280.1 | Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr1:19864942-19867341 REVERSE LENGTH=438	AT1G53280.1	AT1G53280.1	24.13438	22.8665	24.36446	24.22935	24.91989	24.50076	24.96129	25.96314	-1.187595844	0.04347595
"AT1G53310.3 | Symbols: ATPPC1, PEPC1, ATPEPC1, PPC1 | phosphoenolpyruvate carboxylase 1 | chr1:19884261-19888070 REVERSE LENGTH=967;AT1G53310.2 | Symbols: ATPPC1, PEPC1, ATPEPC1, PPC1 | phosphoenolpyruvate carboxylase 1 | chr1:19884261-19888070 REVERSE LEN"	AT1G53310.3;AT1G53310.2;AT1G53310.1;AT3G14940.1	AT1G53310.3;AT1G53310.2;AT1G53310.1;AT3G14940.1	23.87192	24.08578	23.80686	23.42739	23.23403	23.43084	24.06308	23.27384	0.297541142	0.254543539
AT1G53440.1 | Symbols:  | Leucine-rich repeat transmembrane protein kinase | chr1:19945959-19951562 FORWARD LENGTH=1035	AT1G53440.1	AT1G53440.1	21.85685	21.83569	21.94045	21.29955	19.91381	19.18091	20.11633	18.07211	2.412343502	0.002511295
"AT1G53500.1 | Symbols: MUM4, RHM2, ATRHM2, ATMUM4 | NAD-dependent epimerase/dehydratase family protein | chr1:19967157-19969239 REVERSE LENGTH=667"	AT1G53500.1	AT1G53500.1	24.84532	24.4729	24.99421	25.05821	23.66362	23.93832	23.4038	24.10597	1.064732552	0.001909725
AT1G53750.1 | Symbols: RPT1A | regulatory particle triple-A 1A | chr1:20065921-20068324 REVERSE LENGTH=426	AT1G53750.1;AT1G53780.1;AT1G53780.3;AT1G53780.2	AT1G53750.1	27.69949	27.75506	27.39248	27.18962	26.34949	26.70833	26.36561	26.63464	0.994642735	0.000846534
AT1G54270.1 | Symbols: EIF4A-2 | eif4a-2 | chr1:20260495-20262018 FORWARD LENGTH=412;AT1G54270.2 | Symbols: EIF4A-2 | eif4a-2 | chr1:20260495-20262018 FORWARD LENGTH=407	AT1G54270.1;AT1G54270.2;AT3G19760.1	AT1G54270.1;AT1G54270.2	28.29413	28.26464	28.73496	28.96257	28.05817	28.20644	27.99194	28.02158	0.494540691	0.031684485
AT1G54500.1 | Symbols:  | Rubredoxin-like superfamily protein | chr1:20357084-20357671 REVERSE LENGTH=195	AT1G54500.1	AT1G54500.1	21.96948	22.09886	21.42686	22.3274	20.43369	19.52036	19.81651	19.0166	2.258860588	0.000679348
